"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263"
21,0,3,885,0,0,728,7,1,48,1,110,4456,13,0,0,147,2,3,1,3,10,0,1171,377,10,1,34,4,0,0,0,445,13,4,74,162,1,3,288,1045,506,5517,0,867,0,5,11675,141,4031,0,290,4,27,1,15,0,0,0,1,110,21,4,1,526,179,1,9515,16,87,0,5,1,1182,2538,7,4,3,8998,240,0,159,60,0,10,0,3213,1490,54,7269,6,29,31,3,69,0,313,1,0,8117,2,3,0,0,0,88,9468,1,0,0,0,212,7413,4714,0,419,0,0,7,1,4,0,5,2,2831,4,44,2,257,32,2,9512,18,28,19,15,4875,9834,2,8016,9019,11289,3854,3922,542,406,1,3652,3,1,3018,371,2,0,0,0,16,4670,12,7,17574,15385,11771,9618,7,2452,16,53,7,13481,1,1,13,4,1,0,5,8,272,1,428,1,1,0,3,13287,0,49,97,20,5,3,132,23,22,40,14,12,17,4,0,23,1,0,0,1,54,3,673,0,3451,5,3,1,23,12,57,3,21,9,0,1,265,1096,57,719,3,44,7698,14084,8666,642,6039,13663,4,14656,15909,6845,9313,1,2,4,72,360,0,5616,27,2,6774,6,0,1,0,0,515,501,23,4,1,227,1788,4327,5606
22,0,2,947,0,1,573,9,1,52,2,166,4585,8,0,0,127,2,2,1,4,5,0,1160,394,7,0,32,1,0,1,1,508,12,2,53,138,2,2,256,1077,464,5940,0,882,0,5,12681,165,4314,1,278,3,21,0,7,0,1,0,1,107,21,1,0,512,193,2,9864,12,45,5,4,0,1087,2172,10,3,3,10082,273,0,118,48,0,13,0,3556,1780,34,7960,3,19,36,0,75,1,293,1,0,8343,2,4,0,0,0,122,10167,2,0,0,1,254,7744,5623,0,369,0,1,28,1,1,0,4,2,3057,3,31,0,219,28,1,9246,21,17,10,3,4833,13967,1,8163,9390,11950,4294,4614,539,428,0,4116,2,1,3277,353,2,8,0,1,16,5069,10,6,18084,16421,12732,10372,17,2292,8,83,6,14327,0,0,7,1,1,0,8,7,214,2,477,1,1,2,1,13240,0,50,131,30,2,2,97,19,19,43,10,10,0,2,0,15,1,0,3,2,63,3,756,1,3771,4,2,0,26,17,51,1,15,4,0,1,202,1144,48,671,7,51,8290,14895,9447,627,6112,14419,8,15921,17734,7535,9741,0,5,0,66,353,0,6339,37,5,7856,4,0,2,0,1,571,538,8,10,1,207,1948,4915,6283
19,0,1,1032,0,0,663,11,0,54,0,129,4335,14,0,0,117,6,9,0,1,30,0,1197,439,9,0,36,1,0,1,0,505,4,1,76,166,3,4,277,1229,560,5871,0,929,0,2,12861,202,4160,0,254,0,25,2,12,0,0,0,2,101,17,2,0,513,189,1,10490,14,45,7,3,0,1123,2369,4,2,0,11509,299,0,111,50,0,6,0,3501,1750,40,8352,4,22,42,0,74,0,305,2,0,7637,0,2,0,0,0,91,11444,3,0,0,0,273,7921,5702,0,403,0,0,14,1,4,2,4,7,2795,4,31,1,198,34,3,8397,26,26,14,3,5330,10281,1,8364,10062,13471,4588,4724,570,406,1,5011,0,0,3331,381,3,0,2,0,9,5211,13,3,16763,15758,12648,10009,12,2510,8,72,3,14535,3,0,11,2,0,0,9,5,233,4,485,5,0,0,2,13226,0,54,116,27,3,1,109,17,20,31,33,8,0,2,0,29,1,0,1,0,35,3,720,5,3719,0,2,0,32,18,44,1,14,15,0,1,278,1253,55,659,10,30,8709,14599,9387,719,6398,14584,7,16477,18288,8241,10317,3,4,6,72,394,0,6313,39,3,8166,2,0,1,0,5,676,558,22,12,2,201,2054,5508,7023
24,0,2,1239,0,0,655,4,0,59,1,147,4476,27,0,3,158,3,2,3,1,9,0,1247,488,22,0,23,5,0,0,1,602,14,3,164,248,2,3,315,1248,541,6137,0,1003,1,6,14451,220,5596,0,308,1,35,1,46,0,0,0,1,112,34,4,2,592,196,2,11376,6,71,5,1,0,1180,2432,8,3,1,13059,565,1,130,65,0,13,0,3954,2017,42,9000,4,29,26,0,85,1,462,0,0,7918,4,2,0,0,0,87,12446,1,0,0,1,366,8461,6104,0,404,0,0,5,1,6,0,4,5,3062,3,33,4,198,20,3,8630,21,23,11,5,5731,11403,1,8866,10987,14217,4844,5211,553,406,2,5885,1,0,3600,419,3,1,2,0,16,5896,14,7,15842,16113,12735,10589,6,2703,10,74,9,15507,1,0,7,4,0,0,11,4,265,2,611,10,0,0,1,13656,0,65,161,23,3,5,120,21,31,32,10,11,0,2,0,23,8,0,4,0,44,1,863,0,3891,2,4,0,29,18,75,0,17,11,1,0,316,1477,73,712,2,42,9494,15031,10268,852,6943,15165,5,17817,19160,8486,11004,0,2,1,76,387,0,7530,37,1,8823,5,1,1,0,1,1149,816,13,10,2,208,2177,5473,7385
27,0,0,1599,0,0,839,3,0,73,3,144,4443,27,1,4,183,4,4,3,4,8,0,1601,613,15,0,24,2,0,1,0,585,14,6,131,251,0,7,375,1584,719,6562,0,1137,1,7,14147,261,5265,2,325,3,45,0,15,0,0,0,1,154,35,4,0,688,202,2,11640,18,53,2,4,1,1654,3088,11,4,2,15951,509,0,118,67,0,19,0,3724,1667,68,9344,7,20,21,1,94,1,494,0,0,7526,0,4,0,0,0,98,13149,2,0,0,1,484,8509,7171,0,520,0,1,15,2,4,1,3,5,2682,4,50,3,227,34,1,8951,29,24,10,4,6178,10642,2,9101,11771,13425,4800,5780,655,457,1,7380,4,0,3940,438,7,0,5,0,26,7117,15,11,15123,14288,11980,11048,11,2998,8,89,8,15087,3,0,9,1,2,0,12,15,334,8,643,5,3,1,3,13697,0,77,204,26,2,8,141,26,37,51,17,23,0,3,3,32,2,0,2,0,61,3,831,1,4127,5,5,0,31,14,50,2,27,6,0,1,355,1509,72,774,4,48,9628,13300,9882,1049,6840,14542,6,18113,18178,8844,11914,0,7,4,95,522,1,6230,75,6,10104,6,0,0,0,1,1170,886,27,10,1,258,2129,6198,8856
24,0,2,2391,0,0,1367,13,0,40,2,203,3693,37,0,2,358,6,5,8,8,31,0,1633,886,5,0,27,4,0,5,5,657,16,8,297,567,0,6,483,1620,726,6394,0,1191,0,4,14834,467,6195,0,418,1,69,1,22,0,0,0,1,318,60,8,2,847,321,4,13536,12,57,6,10,3,1956,3141,10,3,6,23189,1323,4,219,115,0,41,0,3671,1284,117,10287,6,41,62,6,119,2,871,3,0,6410,2,1,0,0,0,210,14191,1,0,0,1,1077,8377,8632,0,775,0,0,15,1,3,0,6,3,2480,6,75,6,385,25,9,7635,31,28,19,7,6572,5296,1,6431,12059,13007,4786,7174,1083,634,1,11836,1,1,4270,532,6,0,1,0,28,8401,21,14,13126,13413,10913,11430,5,2780,13,104,8,14459,7,0,39,3,1,0,18,10,430,2,1195,4,3,0,6,13138,0,139,401,96,1,4,158,62,97,72,15,37,0,6,0,65,2,0,0,0,16,10,870,3,4725,6,6,0,30,25,101,1,11,21,1,3,535,2387,131,1117,10,115,9279,12731,8960,1573,6103,14078,7,15306,15515,9229,12131,2,6,5,142,495,1,7052,72,5,11929,6,0,1,1,2,3355,2059,46,10,6,405,2314,5648,10139
26,1,1,1936,0,1,1355,3,1,57,5,160,3052,40,0,7,375,8,6,4,1,11,1,1398,741,11,0,47,6,0,4,0,589,16,6,397,663,2,9,393,1544,674,5399,0,1104,0,3,13550,499,5931,0,280,0,31,3,23,0,0,0,1,338,62,6,2,662,301,4,11648,22,64,6,12,4,1681,2724,18,6,9,18617,1249,1,221,100,1,36,0,2747,1003,104,9059,10,27,28,6,97,2,665,3,0,6092,1,7,0,0,0,263,11425,1,0,0,2,882,7124,7002,1,748,1,0,24,3,6,1,8,3,2267,31,58,3,392,43,3,9840,44,19,12,3,5019,11548,1,4821,9155,10507,4045,6121,833,598,5,10347,4,3,3680,493,8,0,3,0,39,6326,25,19,11062,10707,9389,10482,11,2460,4,123,6,11481,1,0,33,4,0,0,26,8,405,6,1146,2,2,0,4,13261,0,132,312,111,1,5,122,29,88,61,21,42,1,7,0,39,1,0,1,2,5,11,680,2,3938,7,9,0,24,18,107,1,25,15,1,0,461,1761,175,1002,11,106,7317,12740,7466,1288,4791,12110,8,11571,11830,8065,10494,1,5,7,159,474,0,6255,94,10,10426,9,0,0,0,4,2799,1849,24,10,8,393,2109,4725,8172
25,0,0,840,0,0,666,4,0,63,2,118,3766,21,0,0,117,0,1,3,3,1,1,1066,436,6,0,26,1,0,1,0,445,3,5,69,140,1,3,244,967,478,5322,0,789,0,1,11548,159,3645,1,290,1,23,1,11,0,0,0,4,87,16,4,0,543,152,1,9150,10,61,3,6,2,1045,2092,7,0,0,8931,285,3,126,60,0,14,0,3209,1476,44,7042,4,12,32,2,51,0,385,1,0,7935,1,2,0,0,0,63,9222,2,0,0,0,303,6861,4880,0,418,0,0,27,0,3,1,1,3,2674,3,35,3,233,44,3,10300,24,16,8,2,4543,12583,0,7895,9092,11438,4089,3967,511,378,3,3570,1,1,2979,306,4,1,4,0,17,4582,14,7,17158,14876,11808,9386,7,2143,10,62,6,13019,2,0,16,2,0,0,10,6,252,5,564,1,0,0,1,12774,0,56,127,18,8,3,111,23,18,38,17,10,0,6,0,21,2,0,2,0,30,1,636,2,3446,6,5,0,32,19,48,3,23,6,0,1,233,1049,43,688,7,37,7616,13212,7629,616,5825,13047,8,15119,16133,7074,9004,1,1,6,61,315,0,5896,49,6,6833,3,0,1,0,0,581,475,21,9,2,238,1947,4918,6012
27,1,1,966,0,1,616,5,2,48,0,131,4074,11,0,1,132,8,1,2,4,7,0,1104,382,7,0,31,4,0,1,0,439,13,3,48,133,0,3,235,994,422,5718,0,846,0,2,12111,147,3924,1,261,0,24,0,12,0,0,0,1,91,18,10,0,521,166,0,9958,21,83,3,0,0,1028,2076,9,0,0,10103,258,0,110,60,0,5,0,3461,1793,26,7572,5,19,35,2,67,2,407,1,0,8247,1,4,0,0,0,92,10083,4,0,0,0,249,7491,5197,1,338,2,0,13,1,3,0,6,2,2919,2,31,0,238,31,3,8335,26,26,9,7,4930,10458,0,7890,9252,12138,4119,4253,453,372,2,4084,0,3,3119,342,2,0,1,0,14,5277,10,3,17420,15915,12199,9969,8,2156,5,72,7,14014,1,0,7,3,0,0,7,10,223,3,427,0,0,1,1,12447,0,36,117,14,3,3,100,15,21,48,9,9,0,5,0,20,1,0,1,0,65,2,745,1,3674,1,8,0,28,16,40,1,21,6,0,1,241,1186,51,640,3,36,8337,13810,8637,593,6230,14432,2,15949,17289,7443,9621,0,6,4,62,358,0,6643,44,1,7521,1,0,4,1,2,591,480,16,4,0,191,2340,5035,6513
21,1,2,1101,0,0,631,5,0,59,2,129,4137,15,1,1,134,9,5,3,4,4,1,1199,445,5,0,30,9,0,0,2,546,11,6,73,153,2,4,281,1188,521,6092,0,847,2,4,12407,184,4219,0,262,0,35,1,8,0,0,0,1,94,19,7,0,557,195,1,10385,12,56,1,4,0,1168,2414,7,1,2,11738,281,0,110,40,0,14,0,3640,1837,33,7957,2,15,32,2,80,0,385,5,0,7465,3,6,0,0,0,98,11167,0,0,0,0,274,7594,5642,0,371,0,0,8,1,6,0,3,2,2826,3,39,4,183,32,1,8592,31,18,11,3,5091,10318,0,8278,10005,12859,4405,4729,489,372,1,5065,2,2,3313,405,3,0,0,1,24,5632,15,5,16093,15519,12597,10363,8,2493,4,85,2,14877,1,0,4,4,1,0,4,7,277,3,558,9,0,0,3,12364,0,53,138,31,3,6,125,20,28,48,11,16,0,1,0,29,2,0,3,0,53,2,842,1,3767,5,1,0,41,19,47,2,16,3,1,1,316,1262,60,681,5,52,9061,13515,9022,727,6566,13978,5,16089,18260,7722,10324,0,2,6,85,387,0,6480,58,1,8216,5,0,1,0,1,790,633,21,10,0,213,1984,5443,6922
28,0,1,1180,0,1,670,5,1,59,3,127,4260,24,0,2,134,7,4,2,5,6,0,1373,492,28,0,26,3,0,1,2,566,16,7,90,180,2,5,318,1158,572,6056,0,900,0,1,13395,211,4864,1,308,1,29,3,12,0,0,1,1,124,22,3,1,583,191,7,11406,14,57,6,6,1,1235,2428,9,5,1,12405,366,0,115,58,0,13,1,3797,1954,38,8358,10,23,34,4,85,2,389,2,0,7835,0,3,1,0,0,94,11896,1,0,0,1,296,8090,6014,1,403,0,0,9,17,5,1,10,7,2883,5,33,3,206,33,3,9058,17,30,18,4,5538,11218,1,8517,10383,13069,4460,5174,530,378,2,5704,3,2,3446,395,4,1,2,1,7,6088,20,6,16154,16067,12507,10325,9,2490,7,66,3,15183,0,0,7,6,1,0,6,10,294,6,579,1,1,0,0,13174,0,51,158,24,4,4,114,41,32,34,11,12,0,3,0,27,3,0,0,0,42,0,856,2,3991,3,2,0,15,17,42,2,26,7,0,1,320,1350,59,701,5,51,9301,13804,9354,734,6716,14458,10,16927,18832,8041,10815,2,4,5,97,376,0,6725,39,2,8508,5,0,1,1,4,813,699,18,3,1,210,2196,5629,7133
29,0,3,1645,0,0,928,18,3,78,1,159,4168,26,0,1,205,5,2,5,2,3,0,1663,574,15,0,36,1,0,1,2,598,30,2,138,231,0,4,338,1553,659,6160,0,1108,0,3,13960,271,4454,0,343,3,33,2,15,0,0,0,5,153,36,6,1,690,214,3,11551,13,67,5,1,0,1688,3002,18,1,2,14841,458,0,125,91,0,18,0,3930,1818,62,9171,6,21,27,3,75,1,527,1,0,7510,1,2,1,0,0,100,12423,2,0,0,0,413,8242,6860,0,549,0,0,9,3,6,0,6,0,2866,3,48,4,228,46,2,8962,29,23,10,6,6272,10594,0,8727,11037,13312,4876,5210,633,510,2,6571,3,1,3940,491,9,0,2,1,15,7083,17,3,15052,13956,11782,11159,7,2893,6,110,3,15244,10,0,14,3,0,0,14,11,336,3,817,3,2,0,6,13373,0,71,197,28,4,3,139,23,28,50,16,23,0,6,0,32,1,1,2,1,32,3,892,0,3902,2,4,0,31,37,37,2,21,15,0,1,401,1551,92,759,4,61,9253,13040,9087,1600,6986,14663,6,16894,17388,8758,11332,1,10,4,108,428,0,6094,52,2,10250,7,0,2,0,2,1146,880,18,6,2,267,2091,6173,8389
22,0,2,2448,0,2,1428,3,1,46,7,198,3785,51,0,2,470,13,3,6,8,13,1,2099,754,12,0,36,7,0,3,7,678,22,10,408,661,0,7,429,2005,1020,6518,0,1303,0,10,15479,566,5490,5,381,6,49,5,17,0,1,0,4,336,65,12,0,913,321,4,13434,35,64,2,9,1,2447,4234,16,6,9,23695,1359,1,207,96,0,26,1,4039,1554,107,10621,9,48,34,9,100,2,988,1,0,6682,1,3,0,0,0,185,15287,1,0,0,2,932,9067,9015,0,784,0,1,26,4,5,1,4,4,2520,7,85,9,370,50,3,8048,41,21,21,17,7041,5394,0,6768,11912,13483,4701,7390,1124,667,6,12325,0,4,4701,972,4,0,7,0,37,8992,49,13,13041,12627,11202,12432,12,3699,13,137,16,15487,8,0,13,11,0,0,28,10,432,8,1134,6,1,2,9,12981,0,119,349,89,9,6,149,66,66,59,15,45,0,13,0,57,3,0,5,0,3,8,1156,6,4749,7,10,0,16,21,100,1,14,25,1,1,455,2282,165,1053,15,97,9352,12999,8913,2274,6181,16047,14,15594,16481,8477,11987,1,14,3,185,655,0,7231,90,2,13163,19,0,1,0,7,3412,2101,43,12,3,360,2552,6041,10263
42,0,4,1969,0,0,1815,7,3,77,10,179,2988,72,0,8,520,23,2,17,11,22,0,1877,746,11,0,48,1,0,7,8,728,23,16,472,711,1,15,428,2197,1251,5904,0,1036,0,8,13973,624,5309,8,340,4,50,8,27,0,0,0,9,437,72,11,2,850,305,10,11564,52,132,12,11,0,2642,3465,20,4,14,17775,1355,1,287,126,0,25,0,3108,1233,132,8683,12,37,43,7,144,2,787,0,0,6068,0,8,0,0,0,162,11794,3,0,0,4,1056,7059,6647,1,940,0,0,32,7,9,0,14,5,1930,18,186,3,548,43,5,10131,42,42,15,32,5675,11753,1,5101,9178,11182,4110,5824,999,651,10,9697,3,4,4032,880,14,1,6,0,53,7105,58,25,10393,10791,9041,10280,15,3293,22,162,34,12673,7,0,42,6,1,1,36,10,548,7,1243,14,7,0,12,13213,0,158,451,81,7,10,124,35,96,74,29,94,0,5,0,59,5,0,1,0,5,7,895,4,3699,21,23,0,30,30,141,2,20,40,1,4,622,1834,231,1051,22,118,7427,12216,6790,1432,5077,12166,29,12052,12521,7657,10718,6,12,12,249,768,1,6541,139,12,10242,11,1,4,0,13,2937,2037,64,17,10,425,1885,4116,8023
29,0,1,874,0,1,663,7,0,86,1,178,3556,16,0,3,119,6,0,0,1,10,1,1134,420,9,0,28,4,0,3,0,546,28,3,59,151,0,1,250,1080,469,5818,0,802,0,7,11376,127,3800,2,258,2,17,3,12,0,0,0,2,107,32,4,1,547,218,5,9282,19,83,7,5,3,1215,2634,11,2,0,9123,260,2,133,64,0,4,1,3064,1451,51,7104,3,22,36,1,68,2,352,1,0,7577,2,8,0,0,0,77,9351,1,0,0,1,251,7056,4712,0,391,0,2,9,2,3,1,6,1,2602,1,39,2,245,37,0,10484,24,19,9,1,4500,13429,0,7581,8817,11324,3828,3971,390,396,2,3688,3,2,3124,368,2,0,1,0,42,4792,14,22,15912,13767,11151,9425,6,2181,18,69,8,12688,0,0,12,3,1,0,12,7,243,3,492,2,1,0,0,12865,0,75,101,15,0,7,108,25,31,36,17,19,0,3,1,21,3,0,3,0,15,0,742,2,3506,1,9,0,27,29,43,4,27,11,0,32,236,1103,63,670,3,36,7171,12519,7390,647,5424,12731,7,14938,16367,7152,9218,0,3,2,79,346,0,6202,34,0,6835,3,0,3,1,2,579,496,20,11,2,179,1790,4788,6167
23,0,0,1084,0,0,597,5,0,44,6,156,4061,18,1,1,136,3,4,0,3,3,0,1254,422,8,0,35,5,0,1,1,482,38,4,54,149,1,6,285,1099,505,6181,0,866,2,5,13757,186,4524,1,255,9,23,2,20,0,2,0,0,112,29,2,0,602,180,2,10369,13,57,2,1,1,1216,2530,20,0,2,11043,316,1,115,51,0,8,0,3447,1836,43,8289,5,15,31,1,66,2,397,0,0,7974,1,0,0,0,0,95,10797,0,0,0,0,283,7814,5706,0,345,0,0,7,2,4,0,7,2,2954,1,39,2,209,24,0,8543,26,15,6,7,5433,11257,1,8302,9815,12756,4298,4629,520,372,3,4788,1,0,3412,336,1,1,1,0,8,5522,20,7,16537,15970,12553,10386,5,2120,3,100,8,15288,4,0,13,2,1,0,5,8,217,0,508,4,0,0,1,13135,0,55,150,28,3,9,118,28,21,41,15,10,0,4,0,44,1,0,3,0,23,3,807,3,3723,3,4,1,26,25,52,3,22,6,0,4,211,1350,59,708,13,52,9131,15170,8655,657,6645,14570,11,16345,18038,7735,10114,1,1,3,75,361,0,7086,36,2,8072,3,1,1,0,1,703,559,13,6,2,194,1961,5217,6631
25,0,1,1086,0,2,839,7,1,72,0,117,4472,17,0,1,159,4,3,1,3,14,0,1221,471,12,0,43,2,0,0,1,558,28,3,93,174,2,3,297,1161,522,6302,0,923,1,4,13813,200,4397,1,260,1,24,2,12,0,0,0,2,138,28,1,0,575,190,2,10743,12,68,3,7,1,1206,2674,8,0,1,11861,327,1,115,67,0,7,0,3671,1797,46,8679,8,17,15,0,74,0,429,1,0,8039,2,3,0,0,0,97,11018,2,0,0,0,331,8284,5933,0,405,1,0,2,1,7,0,3,5,3275,7,46,0,251,36,2,8258,19,16,10,3,5213,10605,1,8491,10428,12864,4442,4917,462,393,1,5282,5,1,3315,337,4,0,2,1,17,6100,22,6,18079,16643,13035,11074,14,2018,6,59,8,15312,0,0,14,3,0,0,18,8,302,5,562,2,0,1,1,12696,0,78,148,24,2,11,123,23,32,43,11,22,0,2,0,17,0,0,0,0,20,3,812,1,4092,5,5,0,19,27,52,2,14,10,1,3,309,1152,61,710,10,45,9347,15328,9272,696,6536,15364,8,16361,18383,7651,9981,2,7,2,85,399,0,7647,33,2,8378,6,1,2,1,1,700,593,21,9,2,204,2050,5130,6795
27,3,2,1126,0,0,666,8,2,63,2,150,4279,15,0,0,145,4,6,1,1,7,0,1192,458,8,0,37,1,0,1,1,635,15,1,78,186,2,1,295,1232,499,6342,0,900,0,1,13234,193,4613,1,315,3,40,0,15,0,0,0,3,125,30,2,1,684,215,3,10714,10,70,2,4,4,1239,2772,6,1,2,11978,358,1,98,48,0,5,0,3790,1942,44,8399,4,16,27,2,78,0,442,4,0,7656,1,2,0,0,0,93,11471,0,0,0,1,283,7864,5871,0,385,0,0,11,2,2,1,3,3,2940,3,47,3,206,40,2,8942,29,24,11,7,5368,11474,0,8529,10350,12774,4293,5057,497,418,3,5475,2,2,3493,371,2,0,2,0,18,6244,27,10,16109,15682,12053,10740,10,2117,7,65,5,15284,2,0,14,2,0,0,11,11,278,7,560,5,1,1,1,12819,0,69,132,20,2,6,127,26,43,41,24,19,0,3,0,23,1,0,1,0,12,2,875,1,4042,2,4,0,29,29,42,1,15,9,1,0,296,1282,71,755,4,52,9126,13884,9247,731,6433,14329,5,16801,19084,8007,10522,0,1,3,98,385,0,7894,57,2,8490,5,0,4,2,2,767,688,24,4,3,202,2067,5372,7052
27,0,0,1428,0,0,787,5,2,71,2,195,4407,24,2,1,158,4,6,2,2,5,1,1417,546,7,1,47,5,1,1,1,599,25,4,108,253,0,5,308,1467,685,6314,0,1069,1,2,13686,272,4331,4,325,3,42,1,17,0,0,0,1,137,36,1,2,715,226,3,11401,13,59,5,10,2,1567,3074,7,1,4,14273,391,0,132,63,0,18,0,3789,1768,59,8915,9,21,33,2,90,2,499,11,0,7344,2,5,0,0,0,106,12094,1,0,0,3,419,8004,6631,0,496,0,0,11,2,0,0,5,5,2772,4,52,2,237,39,3,8374,30,25,10,5,5872,10320,0,8463,11066,13033,4582,5151,543,458,3,6497,0,2,3801,419,8,2,3,0,20,7356,29,9,15017,13666,10933,10977,10,2221,6,88,5,15139,3,0,22,2,0,1,10,17,297,4,617,4,1,1,0,13281,0,60,190,32,4,3,118,23,52,43,16,16,0,5,2,26,3,0,2,1,18,2,936,2,3940,3,4,1,28,21,57,4,18,11,1,0,368,1491,83,748,4,53,8856,12634,9068,904,6370,14632,7,16458,17294,8374,10939,2,6,2,93,445,0,6633,88,4,9810,2,0,3,0,3,1015,816,24,9,4,243,2066,5986,8355
18,2,5,2354,0,0,1306,6,2,48,3,233,3485,36,0,2,277,8,0,4,8,9,1,1556,708,11,0,58,3,1,3,2,600,24,9,297,515,1,9,390,1623,687,6242,0,1212,1,5,14347,424,5263,4,335,5,39,2,12,0,0,1,5,277,50,7,1,740,226,7,12609,22,54,16,3,1,1625,2901,16,4,4,20579,1104,1,203,81,1,17,0,3495,1294,91,10267,9,40,41,5,91,1,769,1,0,6661,1,6,0,0,0,131,13234,3,0,0,2,831,8734,8396,0,533,0,0,20,3,8,0,5,2,2651,4,47,2,360,38,6,8221,41,22,9,9,6400,5365,1,6730,11127,14407,5208,7073,840,583,6,10966,3,1,4242,490,4,1,1,1,17,8737,32,12,12785,11433,10843,10997,16,2091,8,122,7,13319,3,0,20,6,1,1,19,8,420,6,904,12,0,1,8,12712,0,117,258,67,3,8,175,47,62,55,14,36,0,6,0,59,0,0,2,1,6,3,948,2,4790,4,8,1,25,17,78,8,16,14,0,5,441,2124,126,957,15,138,8407,12724,8255,1361,5685,15080,19,13984,14804,8996,13069,3,10,5,127,436,0,7013,65,5,12447,8,1,3,4,1,2675,1723,33,9,2,308,2422,5699,9403
36,1,1,1812,0,1,1148,11,1,84,6,225,2861,39,2,6,286,11,1,6,7,13,0,1345,602,6,1,33,3,1,5,4,674,17,10,321,542,0,8,330,1665,823,6217,1,992,2,11,13039,352,5075,5,277,7,47,1,16,0,0,0,5,279,47,4,1,699,227,6,11194,24,94,8,12,1,1992,2873,19,3,10,16423,954,2,177,74,0,17,0,2609,978,74,8199,6,35,40,4,89,0,661,0,1,6496,0,10,0,0,0,157,9714,0,0,0,0,629,7122,6858,0,585,0,0,30,5,4,1,15,6,1957,11,94,1,436,48,1,9581,30,19,10,15,4563,10944,1,5189,8572,10994,4340,5433,691,495,8,9535,1,5,3795,512,7,2,1,0,27,7592,31,12,11074,10825,9241,10030,12,2021,12,100,18,10569,7,0,39,6,0,0,28,15,407,8,802,13,5,0,6,13368,0,118,251,71,9,6,157,41,288,71,13,45,0,3,3,43,2,0,1,0,3,4,754,2,3809,9,10,0,30,24,111,1,18,26,0,1,421,1632,150,889,6,94,6803,12504,6515,1208,4416,11197,18,10488,11805,7783,10942,1,11,5,162,597,3,6149,98,9,10162,9,0,3,1,7,2119,1482,33,11,3,328,1889,4359,7169
21,3,0,873,0,25,773,6,1,94,7,141,3799,29,1,0,154,3,2,3,1,11,0,1108,420,12,0,36,2,0,0,2,512,12,5,69,155,1,3,286,1108,459,6168,0,803,2,1,11147,169,3664,0,266,7,29,1,10,0,0,0,2,92,10,3,0,535,178,3,9100,14,68,5,3,2,1230,2479,7,0,0,8750,267,0,118,55,0,22,1,3091,1404,60,7070,4,21,32,2,64,2,368,0,0,7722,1,6,1,0,0,88,9057,0,0,0,0,213,6922,4770,0,396,0,0,12,0,3,1,8,4,2493,3,36,1,274,35,1,10326,18,22,13,3,4603,13363,0,7868,9260,11402,3857,3891,644,515,5,3726,3,1,3146,368,2,13,4,0,18,4880,21,9,16199,14981,11715,9273,9,1997,8,71,5,12934,4,0,15,1,0,0,5,5,302,8,489,3,1,0,2,13381,0,82,111,33,5,1,126,51,32,41,13,12,0,3,0,27,3,0,1,0,21,4,711,1,3370,5,5,0,32,39,41,3,21,6,1,0,350,1066,49,743,7,55,7584,12834,7549,609,5680,13072,9,15166,17653,7240,9203,1,5,6,59,375,0,5637,39,1,6709,3,0,1,3,3,567,531,21,10,2,233,1812,4690,5975
